"laterality","assessment","metric","position","age_group","athletes","age","date","value","mean_outlier_detect","sd_outlier_detect","Tmin","Tmax","is_outlier","sample_size_all_data","mean_value_all_data","sd_value_all_data","sample_size_age_data","mean_value_age_data","sd_value_age_data","sample_size_pos_data","mean_value_pos_data","sd_value_pos_data","sample_size_hand_data","mean_value_hand_data","sd_value_hand_data","zscore_all","zscore_age","zscore_hand","zscore_pos","percentile_all","percentile_age","percentile_hand","percentile_pos","last_value","value_change","pct_change","swc","was_significant","effect_size","effect_size_interpretation"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 24",24.2,2018-08-14,225.4,225.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,1.01,0.94,1.03,1.17,84.44,82.55,84.76,87.89,227.2,-1.8,-0.79,30.65,"Not Sig",0.03,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 20",22.5,2018-08-14,178.2,178.2,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-0.82,-1.01,-0.82,-1.03,20.64,15.72,20.74,15.18,179.8,-1.6,-0.89,30.65,"Not Sig",0.01,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","21-24 year old","athlete 23",22.8,2018-08-14,221,221,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,8,177.1,15.54,37,199.1,25.63,0.84,0.76,0.85,2.82,80.01,77.5,80.36,99.76,213,8,3.76,30.65,"Not Sig",0.37,"Small"
"R","Anthropometry","Body Weight (lbs)","Goalkeeper","25-29 year old","athlete 36",25.2,2018-08-15,172,172,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,3,222.07,45.2,37,199.1,25.63,-1.06,-1.58,-1.06,-1.11,14.46,5.72,14.52,13.4,170,2,1.18,30.65,"Not Sig",0.23,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 11",24.8,2018-08-15,239.4,239.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,1.56,1.51,1.57,1.82,94.02,93.49,94.21,96.57,235,4.4,1.87,30.65,"Not Sig",0.09,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 18",25.5,2018-08-15,234.6,234.6,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,1.37,1.05,1.39,1.6,91.47,85.4,91.7,94.5,232.2,2.4,1.03,30.65,"Not Sig",0.08,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","21-24 year old","athlete 8",24,2018-08-15,194,194,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,8,177.1,15.54,37,199.1,25.63,-0.21,-0.36,-0.2,1.09,41.85,36.1,42.11,86.15,192.2,1.8,0.94,30.65,"Not Sig",0.02,"Trivial"
"R","Max Running Speed","0-10y","Striker","21-24 year old","athlete 23",22.8,2018-08-16,1.63,1.63,0.05,1.49,1.76,"no",35,1.66,0.1,31,1.67,0.1,6,1.65,0.06,33,1.65,0.1,-0.31,-0.49,-0.28,-0.43,37.65,31.05,39.1,33.3,1.66,-0.03,-2.09,30.65,"Not Sig",18.45,"XXL"
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 28",22.9,2018-08-16,1.63,1.63,0,1.62,1.64,"no",35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,-0.24,-0.41,-0.2,-0.37,40.67,34.01,42.15,35.72,1.62,0.01,0.77,30.65,"Not Sig",0.47,"Small"
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 35",22,2018-08-16,1.68,1.68,0.06,1.49,1.87,"no",35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,0.24,0.08,0.27,0.11,59.29,53.14,60.72,54.42,1.69,-0.01,-0.53,30.65,"Not Sig",0.22,"Small"
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 20",22.5,2018-08-16,1.74,1.74,0.02,1.68,1.79,"no",35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,0.82,0.69,0.85,0.7,79.35,75.4,80.36,75.86,1.73,0.01,0.56,30.65,"Not Sig",0.19,"Trivial"
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 24",24.2,2018-08-16,1.83,1.83,0.07,1.63,2.03,"no",35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,1.74,1.65,1.78,1.64,95.94,95.07,96.23,94.94,1.86,-0.03,-1.51,30.65,"Not Sig",0.38,"Small"
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 20",22.5,2018-08-16,3.89,3.89,0.04,3.79,4,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,0.01,-0.09,0.02,-0.16,50.26,46.39,50.65,43.83,3.97,-0.08,-1.91,30.65,"Not Sig",0.24,"Small"
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 35",22,2018-08-16,3.77,3.77,0.06,3.59,3.94,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,-0.64,-0.77,-0.61,-1.15,26.17,22.04,27.06,12.41,3.91,-0.14,-3.57,30.65,"Not Sig",0.32,"Small"
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 28",22.9,2018-08-16,3.72,3.72,0.02,3.66,3.78,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,-0.89,-1.03,-0.85,-1.54,18.73,15.05,19.65,6.15,3.79,-0.07,-1.96,30.65,"Not Sig",0.33,"Small"
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 24",24.2,2018-08-16,4.04,4.04,0.1,3.73,4.34,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,0.73,0.67,0.72,0.96,76.7,74.91,76.39,83.27,4.05,-0.01,-0.36,30.65,"Not Sig",0.3,"Small"
"R","Max Running Speed","0-30y","Striker","21-24 year old","athlete 23",22.8,2018-08-16,3.81,3.81,0.03,3.71,3.91,"no",35,3.89,0.2,31,3.91,0.19,6,3.83,0.16,33,3.89,0.2,-0.41,-0.53,-0.39,-0.14,33.95,29.67,34.73,44.35,3.86,-0.05,-1.22,30.65,"Not Sig",0.16,"Trivial"
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 28",22.9,2018-08-16,2.08,2.08,0.02,2.03,2.14,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,-1.14,-1.16,-1.12,-1.91,12.79,12.28,13.18,2.8,2.17,-0.09,-3.96,30.65,"Not Sig",0.29,"Small"
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 35",22,2018-08-16,2.09,2.09,0.02,2.03,2.14,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,-1.12,-1.15,-1.11,-1.89,13.05,12.54,13.44,2.93,2.22,-0.13,-5.88,30.65,"Not Sig",0.33,"Small"
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 20",22.5,2018-08-16,2.16,2.16,0.02,2.09,2.23,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,-0.6,-0.62,-0.6,-1.06,27.33,26.61,27.46,14.38,2.24,-0.09,-3.82,30.65,"Not Sig",0.34,"Small"
"R","Max Running Speed","10-30y","Striker","21-24 year old","athlete 23",22.8,2018-08-16,2.19,2.19,0.01,2.15,2.22,"no",35,2.24,0.13,31,2.24,0.13,6,2.18,0.12,33,2.24,0.14,-0.38,-0.4,-0.38,0.04,35.2,34.45,35.12,51.75,2.2,-0.01,-0.56,30.65,"Not Sig",0.55,"Small"
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 24",24.2,2018-08-16,2.21,2.21,0.04,2.1,2.31,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,-0.22,-0.24,-0.23,-0.46,41.21,40.46,40.96,32.33,2.19,0.01,0.61,30.65,"Not Sig",0.19,"Trivial"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 5",21.8,2018-08-16,-3.26,-3.26,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,34,4.05,13.8,-0.53,-0.52,-0.53,-0.48,29.9,30.17,29.82,31.68,-1.82,-1.44,79.12,30.65,"Not Sig",0.11,"Trivial"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 12",23.4,2018-08-16,11.3,11.3,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,34,4.05,13.8,0.56,0.88,0.53,1.21,71.1,81.18,70.03,88.64,1.02,10.28,1007.84,30.65,"Not Sig",0.87,"Moderate"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 15",22,2018-08-16,-2.82,-2.82,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,34,4.05,13.8,-0.49,-0.48,-0.5,-0.43,31.05,31.66,30.94,33.51,0,-2.82,-Inf,30.65,"Not Sig",0.97,"Moderate"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 5",21.8,2018-08-16,429,429,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,34,366.88,94.82,0.64,0.51,0.66,1.18,73.83,69.5,74.38,88.16,439,-10,-2.28,30.65,"Not Sig",0.08,"Trivial"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 15",22,2018-08-16,426,426,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,34,366.88,94.82,0.61,0.48,0.62,1.14,72.78,68.26,73.35,87.22,390,36,9.23,30.65,"Sig",0.49,"Small"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 12",23.4,2018-08-16,361,361,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,34,366.88,94.82,-0.09,-0.29,-0.06,0.14,46.48,38.72,47.53,55.43,389,-28,-7.2,30.65,"Not Sig",0.68,"Moderate"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 12",23.4,2018-08-16,407,407,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,34,381.11,82.07,0.3,0.19,0.32,0.96,61.76,57.38,62.38,83.03,393,14,3.56,30.65,"Not Sig",0.52,"Small"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 5",21.8,2018-08-16,415,415,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,34,381.11,82.07,0.4,0.29,0.41,1.09,65.46,61.27,66.02,86.32,431,-16,-3.71,30.65,"Not Sig",0.37,"Small"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 15",22,2018-08-16,414,414,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,34,381.11,82.07,0.39,0.27,0.4,1.08,65,60.79,65.57,85.94,390,24,6.15,30.65,"Not Sig",0.49,"Small"
"L","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 26",22.8,2018-08-17,14,14,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,2,12.22,3.41,1.17,1.12,0.52,1.22,87.88,86.77,69.93,88.96,12.63,1.37,10.85,30.65,"Not Sig",6.78,"XXL"
"L","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 26",22.8,2018-08-17,224,224,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,2,203.05,39.39,0.96,0.88,0.53,1.1,83.11,81.03,70.26,86.52,226,-2,-0.88,30.65,"Not Sig",0.13,"Trivial"
"L","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 26",22.8,2018-08-17,-9.91,-9.91,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,2,0,0,-1.02,-1.16,-2224.59,-1.25,15.34,12.28,0,10.64,-2.91,-7,240.55,30.65,"Not Sig",0.37,"Small"
"L","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 26",22.8,2018-08-17,565,565,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,2,409.88,79.97,2.09,2.1,1.94,3.28,98.18,98.23,97.38,99.95,550,15,2.73,30.65,"Not Sig",0.24,"Small"
"L","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 26",22.8,2018-08-17,509,509,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,2,410.09,81.79,1.56,1.46,1.21,2.73,94.01,92.82,88.67,99.69,534,-25,-4.68,30.65,"Not Sig",0.49,"Small"
"R","30-15 IFT","Final Speed","Striker","17-21 year old","athlete 25",18.2,2018-08-17,16,16,NA,NA,NA,NA,33,18.17,1.3,6,16.67,1.08,5,17.8,1.6,31,18.11,1.33,-1.66,-0.62,-1.59,-1.12,4.82,26.85,5.57,13.1,15.5,0.5,3.23,30.65,"Not Sig",19.57,"XXL"
"R","30-15 IFT","VO2max","Striker","17-21 year old","athlete 25",18.2,2018-08-17,45.6,45.6,NA,NA,NA,NA,33,51.51,3.15,6,47.25,2.29,5,50.26,3.96,31,51.38,3.21,-1.88,-0.72,-1.8,-1.18,3.01,23.52,3.56,11.94,44.5,1.1,2.47,30.65,"Not Sig",0.19,"Trivial"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 9",23.2,2018-08-17,18.32,18.32,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,2.46,2.44,2.5,2.57,99.31,99.27,99.38,99.5,14.93,3.39,22.71,30.65,"Not Sig",0.69,"Moderate"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 15",22,2018-08-17,12.85,12.85,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,0.82,0.76,0.87,0.87,79.52,77.69,80.7,80.65,10.93,1.92,17.57,30.65,"Not Sig",0.44,"Small"
"R","Anthropometry","Body Fat %","Striker","21-24 year old","athlete 39",21.4,2018-08-17,5.33,5.33,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,5,8.33,3.42,29,9.95,3.35,-1.43,-1.55,-1.38,-0.88,7.68,6.04,8.36,18.97,5.39,-0.06,-1.11,30.65,"Not Sig",0.59,"Small"
"R","Anthropometry","Body Fat %","Striker","17-21 year old","athlete 32",20.7,2018-08-17,13.17,13.17,NA,NA,NA,NA,31,10.1,3.34,8,8.27,2.7,5,8.33,3.42,29,9.95,3.35,0.92,1.81,0.96,1.42,82.13,96.51,83.21,92.17,11.24,1.93,17.17,30.65,"Not Sig",0.6,"Small"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 10",23,2018-08-17,8.53,8.53,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,-0.47,-0.57,-0.42,-0.48,31.95,28.54,33.56,31.42,6.68,1.85,27.69,30.65,"Not Sig",0.02,"Trivial"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 1",21.3,2018-08-17,10.11,10.11,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,0,-0.08,0.05,0.01,50.16,46.78,51.91,50.38,9.68,0.43,4.44,30.65,"Not Sig",0.43,"Small"
"R","Anthropometry","Body Fat %","Center Field","21-24 year old","athlete 6",22.7,2018-08-17,8.85,8.85,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,2,10.37,2.14,29,9.95,3.35,-0.37,-0.47,-0.33,-0.71,35.45,31.97,37.11,23.98,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Fat %","Goalkeeper","21-24 year old","athlete 27",22.5,2018-08-17,11.76,11.76,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,3,12.98,4.34,29,9.95,3.35,0.5,0.43,0.54,-0.28,69.08,66.52,70.58,38.96,11.87,-0.11,-0.93,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Fat %","Goalkeeper","21-24 year old","athlete 31",22.9,2018-08-17,20.05,20.05,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,3,12.98,4.34,29,9.95,3.35,2.98,2.98,3.02,1.63,99.86,99.85,99.87,94.84,17.29,2.76,15.96,30.65,"Not Sig",0.86,"Moderate"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 5",21.8,2018-08-17,11,11,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,0.27,0.19,0.31,0.29,60.66,57.64,62.32,61.31,10.37,0.63,6.08,30.65,"Not Sig",0.64,"Moderate"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 12",23.4,2018-08-17,16.1,16.1,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,1.8,1.76,1.84,1.88,96.39,96.09,96.7,97,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Weight (lbs)","Center Field","21-24 year old","athlete 6",22.7,2018-08-17,204.6,204.6,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,5,216.62,23.9,37,199.1,25.63,0.21,0.08,0.21,-0.5,58.15,53.21,58.5,30.75,208,-3.4,-1.63,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 5",21.8,2018-08-17,220.6,220.6,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.83,0.74,0.84,0.95,79.58,77.01,79.92,82.79,221.6,-1,-0.45,30.65,"Not Sig",0.09,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 15",22,2018-08-17,196.8,196.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-0.1,-0.24,-0.09,-0.16,46.13,40.5,46.42,43.54,199.6,-2.8,-1.4,30.65,"Not Sig",0.07,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 10",23,2018-08-17,154.4,154.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-1.74,-1.99,-1.74,-2.14,4.07,2.35,4.06,1.63,157.6,-3.2,-2.03,30.65,"Not Sig",0.02,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Goalkeeper","21-24 year old","athlete 27",22.5,2018-08-17,212.8,212.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,3,222.07,45.2,37,199.1,25.63,0.52,0.42,0.53,-0.21,69.98,66.2,70.35,41.88,220,-7.2,-3.27,30.65,"Not Sig",0.16,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Goalkeeper","21-24 year old","athlete 31",22.9,2018-08-17,261,261,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,3,222.07,45.2,37,199.1,25.63,2.39,2.4,2.42,0.86,99.17,99.18,99.21,80.55,264,-3,-1.14,30.65,"Not Sig",0.16,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","21-24 year old","athlete 39",21.4,2018-08-17,166.2,166.2,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,8,177.1,15.54,37,199.1,25.63,-1.28,-1.5,-1.28,-0.7,9.94,6.68,9.96,24.16,168.8,-2.6,-1.54,30.65,"Not Sig",0.02,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 1",21.3,2018-08-17,199,199,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-0.01,-0.15,0,-0.06,49.53,44.04,49.84,47.6,195.4,3.6,1.84,30.65,"Not Sig",0.24,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 9",23.2,2018-08-17,223.8,223.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.95,0.87,0.96,1.09,82.91,80.81,83.24,86.32,221,2.8,1.27,30.65,"Not Sig",0.03,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 12",23.4,2018-08-17,215.8,215.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.64,0.54,0.65,0.72,73.9,70.59,74.27,76.49,211,4.8,2.27,30.65,"Not Sig",0.08,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","17-21 year old","athlete 32",20.7,2018-08-17,200.8,200.8,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,8,177.1,15.54,37,199.1,25.63,0.06,0.91,0.07,1.52,52.32,81.8,52.64,93.63,205.2,-4.4,-2.14,30.65,"Not Sig",0.36,"Small"
"R","Anthropometry","Body Fat %","Striker","17-21 year old","athlete 25",18.2,2018-08-20,14.24,14.24,NA,NA,NA,NA,31,10.1,3.34,8,8.27,2.7,5,8.33,3.42,29,9.95,3.35,1.24,2.21,1.28,1.73,89.26,98.64,90.01,95.82,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Fat %","Defender","17-21 year old","athlete 34",18.7,2018-08-20,11.47,11.47,NA,NA,NA,NA,31,10.1,3.34,8,8.27,2.7,21,10.08,3.2,29,9.95,3.35,0.41,1.18,0.45,0.43,65.96,88.17,67.52,66.79,7.2,4.27,59.31,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Weight (lbs)","Defender","17-21 year old","athlete 34",18.7,2018-08-20,208.6,208.6,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,23,200.29,21.47,37,199.1,25.63,0.36,1.3,0.37,0.39,64.09,90.32,64.46,65.06,212,-3.4,-1.6,30.65,"Not Sig",0.3,"Small"
"R","Anthropometry","Body Weight (lbs)","Striker","17-21 year old","athlete 25",18.2,2018-08-20,166.3,166.3,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,8,177.1,15.54,37,199.1,25.63,-1.28,-0.83,-1.28,-0.69,10.01,20.43,10.03,24.36,170.8,-4.5,-2.63,30.65,"Not Sig",0.04,"Trivial"
"R","Max Strength (TrapBar Deadlift)","Estimated 1RM","Striker","17-21 year old","athlete 25",18.2,2018-08-20,365,365,NA,NA,NA,NA,31,416.03,75.98,3,375.67,30.44,5,398.6,37.97,29,415.52,75.54,-0.67,-0.35,-0.67,-0.88,25.09,36.3,25.18,18.81,NA,NA,NA,30.65,NA,NA,NA
"R","Max Strength (TrapBar Deadlift)","Relative Strength","Striker","17-21 year old","athlete 25",18.2,2018-08-20,1.83,1.83,NA,NA,NA,NA,31,1.83,0.22,3,1.72,0.13,5,1.85,0.17,29,1.84,0.23,-0.01,0.82,-0.03,-0.14,49.59,79.32,48.97,44.43,NA,NA,NA,30.65,NA,NA,NA
"R","30-15 IFT","Final Speed","Defender","21-24 year old","athlete 20",22.5,2018-08-21,17.5,17.5,NA,NA,NA,NA,33,18.17,1.3,27,18.39,1.31,22,18.2,1.25,31,18.11,1.33,-0.51,-0.68,-0.46,-0.56,30.45,24.88,32.21,28.66,19,-1.5,-7.89,30.65,"Not Sig",NA,NA
"R","30-15 IFT","Final Speed","Defender","21-24 year old","athlete 28",22.9,2018-08-21,17.5,17.5,NA,NA,NA,NA,33,18.17,1.3,27,18.39,1.31,22,18.2,1.25,31,18.11,1.33,-0.51,-0.68,-0.46,-0.56,30.45,24.88,32.21,28.66,19.5,-2,-10.26,30.65,"Not Sig",0.38,"Small"
"R","30-15 IFT","Final Speed","Defender","21-24 year old","athlete 35",22,2018-08-21,19.5,19.5,NA,NA,NA,NA,33,18.17,1.3,27,18.39,1.31,22,18.2,1.25,31,18.11,1.33,1.02,0.85,1.05,1.04,84.69,80.17,85.2,84.99,19.5,0,0,30.65,"Not Sig",1.53,"Large"
"R","30-15 IFT","Final Speed","Defender","21-24 year old","athlete 24",24.2,2018-08-21,18,18,NA,NA,NA,NA,33,18.17,1.3,27,18.39,1.31,22,18.2,1.25,31,18.11,1.33,-0.13,-0.3,-0.09,-0.16,44.91,38.33,46.61,43.5,19,-1,-5.26,30.65,"Not Sig",0.77,"Moderate"
"R","30-15 IFT","Final Speed","Defender","21-24 year old","athlete 17",22.3,2018-08-21,18.5,18.5,NA,NA,NA,NA,33,18.17,1.3,27,18.39,1.31,22,18.2,1.25,31,18.11,1.33,0.26,0.08,0.29,0.24,60.1,53.38,61.47,59.34,19,-0.5,-2.63,30.65,"Not Sig",0.38,"Small"
"R","30-15 IFT","VO2max","Defender","21-24 year old","athlete 28",22.9,2018-08-21,49.9,49.9,NA,NA,NA,NA,33,51.51,3.15,27,51.85,3.17,22,51.68,3.04,31,51.38,3.21,-0.51,-0.62,-0.46,-0.59,30.45,26.92,32.18,27.87,54.6,-4.7,-8.61,30.65,"Not Sig",1.34,"Large"
"R","30-15 IFT","VO2max","Defender","21-24 year old","athlete 24",24.2,2018-08-21,51.4,51.4,NA,NA,NA,NA,33,51.51,3.15,27,51.85,3.17,22,51.68,3.04,31,51.38,3.21,-0.03,-0.14,0.01,-0.09,48.62,44.37,50.2,46.3,53.8,-2.4,-4.46,30.65,"Not Sig",0.73,"Moderate"
"R","30-15 IFT","VO2max","Defender","21-24 year old","athlete 35",22,2018-08-21,54.3,54.3,NA,NA,NA,NA,33,51.51,3.15,27,51.85,3.17,22,51.68,3.04,31,51.38,3.21,0.89,0.77,0.91,0.86,81.26,78.06,81.85,80.56,54.3,0,0,30.65,"Not Sig",0.76,"Moderate"
"R","30-15 IFT","VO2max","Defender","21-24 year old","athlete 20",22.5,2018-08-21,49.8,49.8,NA,NA,NA,NA,33,51.51,3.15,27,51.85,3.17,22,51.68,3.04,31,51.38,3.21,-0.54,-0.65,-0.49,-0.62,29.34,25.89,31.07,26.78,53.3,-3.5,-6.57,30.65,"Not Sig",1.11,"Moderate"
"R","30-15 IFT","VO2max","Defender","21-24 year old","athlete 17",22.3,2018-08-21,52.1,52.1,NA,NA,NA,NA,33,51.51,3.15,27,51.85,3.17,22,51.68,3.04,31,51.38,3.21,0.19,0.08,0.22,0.14,57.45,53.17,58.84,55.48,53.2,-1.1,-2.07,30.65,"Not Sig",0.76,"Moderate"
"R","Max Strength (TrapBar Deadlift)","Estimated 1RM","Defender","21-24 year old","athlete 15",22,2018-08-21,425,425,NA,NA,NA,NA,31,416.03,75.98,25,423.76,77.76,21,409.62,67.97,29,415.52,75.54,0.12,0.02,0.13,0.23,54.7,50.64,55,58.95,NA,NA,NA,30.65,NA,NA,NA
"R","Max Strength (TrapBar Deadlift)","Estimated 1RM","Defender","21-24 year old","athlete 5",21.9,2018-08-21,455,455,NA,NA,NA,NA,31,416.03,75.98,25,423.76,77.76,21,409.62,67.97,29,415.52,75.54,0.51,0.4,0.52,0.67,69.6,65.61,69.94,74.78,NA,NA,NA,30.65,NA,NA,NA
"R","Max Strength (TrapBar Deadlift)","Estimated 1RM","Striker","21-24 year old","athlete 39",21.4,2018-08-21,418,418,NA,NA,NA,NA,31,416.03,75.98,25,423.76,77.76,5,398.6,37.97,29,415.52,75.54,0.03,-0.07,0.03,0.51,51.03,47.05,51.31,69.53,NA,NA,NA,30.65,NA,NA,NA
